Location Name,Location Num,Operator,Type,State,Open Date
Palm Valley Blvd FSU,04330,Jared Johnson,FSU,TX,20-Jul
Palmdale FSU,03396,Zay Williams,FSU,CA,15-Oct
Palmetto Park & I-95 FSU,04484,Brent Ripple,FSU,FL,23-Feb
Palmhurst FSU,03883,Joe Gonzalez,FSU,TX,17-May
Palomar FSU,04681,Blake Dennard,FSU,KY,22-Mar
Panama City Beach FSU,01427,Walt Rose,FSU,FL,5-Jan
Panama City at MLK Blvd FSU,03788,Donald Adams,FSU,FL,18-Jun
Pantops FSU,03187,Bryan Ritter,FSU,VA,15-Nov
Papillion FSU,02974,Josh Norton,FSU,NE,12-Nov
Paradise Valley FSU,01967,Lourdes Hatten,FSU,AZ,7-May
Paragon Place FSU,01593,Joe Miller,FSU,TN,4-Aug
Paragould FSU,05903,Robert Randolph,FSU,AR,25-Aug
Paramus FSU,04947,Ray Cowan,FSU,NJ,24-May
Paramus Park Mall,00240,Antuane Josey,MALL,NJ,Mar-74
Parham Road FSU,02554,Bryan Fletcher,FSU,VA,10-Aug
Paris [TX] FSU,04709,Moises Hernandez,FSU,TX,21-Feb
Park & Preston FSU,05443,Scott Eager,FSU,TX,24-Nov
Park Boulevard & Plano Parkway FSU,01054,Josh Ding,FSU,TX,Dec-00
Park Meadows Mall,00390,Valeria Suarez,MALL,CO,Aug-96
Park Place FSU,01773,Gus Mir,FSU,FL,5-Oct
Parker FSU,01111,Don Griffin,FSU,CO,2-May
Parkside Town Commons FSU,03448,Amanda Phillips,FSU,NC,15-Nov
Parkway East FSU,00823,Mark Nichols,FSU,AL,Jan-91
Parkway Place,00242,Amanda Clayton,MALL,AL,Nov-76
Parkway Plaza FSU,01103,Brian Burnette,FSU,VA,4-Dec
Parkway Village FSU,03111,James DeCola,FSU,TX,14-Feb
Parma (OH) FSU,04177,Sheilla Lienerth,FSU,OH,21-Jan
Parmer & Dessau DTO,05499,Jamie Page,DTO,TX,25-Apr
Parsippany FSU,04899,Charlie Atie,FSU,NJ,24-May
Pasadena Crossroads FSU,02585,Patrick Cozadd,FSU,MD,11-Mar
Paseo Del Norte FSU,01996,Chris Juarez,FSU,NM,9-Apr
Patrick Henry Mall,00399,Corey Hall,MALL,VA,Aug-89
Patteson Drive FSU,01884,Lisa Holt,FSU,WV,5-Dec
Patton Creek FSU,01659,David Jackson,FSU,AL,4-Sep
Paul Huff Pkwy FSU,04386,Karen Colley,FSU,TN,19-Oct
Pavilions North FSU,01777,Dan Akin,FSU,TX,5-Jun
Peace Haven FSU,01186,Carrie Ingram,FSU,NC,Apr-00
Peach Orchard Road FSU,03266,John Hughes,FSU,GA,15-Jul
Peachtree & Piedmont FSU no DT,05475,Collin Kutz,FSU,GA,25-May
Peachtree Center,00238,Gary Branch,MALL,GA,Aug-86
Peachtree City Midtown FSU,00838,Kevin Watts,FSU,GA,Dec-92
Peachtree Corners FSU,00824,Cory Wyatt,FSU,GA,Dec-90
Peachtree Ind. & Pleasant Hill FSU,00821,Jeff Howard,FSU,GA,Sep-90
Peachtree at Collier FSU,01262,Bryan Auton,FSU,GA,Aug-00
Peakway FSU,05395,Tony Holmes,FSU,NC,25-Mar
Pearland FSU,01284,Bryan Bullington,FSU,TX,4-Jun
Pearland Parkway FSU,03847,Jason Deyo,FSU,TX,18-Feb
Pecanland Mall,00218,David Benson,MALL,LA,Jul-85
Pelham Road FSU,00663,Audrey Chapman,FSU,SC,3-Dec
Pelican Plaza FSU,04072,Rick Michaels,FSU,FL,19-Jan
Pell City FSU,02544,Brian Jennings,FSU,AL,11-Nov
Pella (IA) FSU,05093,Zach Arnold,FSU,IA,22-Dec
Pembroke Lakes Mall,00461,Bryan Vis,MALL,FL,Nov-92
Penitas [TX] FSU,05368,Joe Gonzalez,FSU,TX,23-Oct
Penn Square Mall,00376,Tricia Whitthorne,MALL,OK,Aug-88
Penrose (Platt Bridge) FSU,04771,Kevin Lopez,FSU,PA,23-Mar
Pentagon City InLine,04420,George Demetriades,MALL,VA,21-Mar
Peoria FSU,03003,Lance Jensen,FSU,IL,12-Oct
Perimeter Mall,00250,Collier Jackson,MALL,GA,Aug-71
Perimeter Pointe FSU,00636,Danny Goepp,FSU,GA,Oct-96
Perimeter at Hammond Drive FSU,03049,Lawson Bailey,FSU,GA,15-Sep
Perry Hall Shopping Center FSU,01326,Hung Ly,FSU,MD,2-Apr
Perrysburg Plaza FSU,02808,Cody Gibson,FSU,OH,12-Nov
Petal [MS] FSU,05234,Annah Johnson,FSU,MS,23-Jan
Peters Creek FSU,02681,Peter Zimmermann,FSU,NC,10-Jul
Pewaukee (WI) FSU,03859,Chris Loweth,FSU,WI,19-Mar
Pflugerville FSU,02237,Zack LeCroy,FSU,TX,9-Apr
Pharr FSU,03518,Michael Hancock,FSU,TX,15-Dec
Pheasant Lane Mall,01075,Anthony Piccola,MALL,NH,Aug-99
Phenix City North FSU,01815,Todd Morgan,FSU,AL,5-Mar
Phenix City South FSU,05616,Todd Morgan,FSU,AL,25-Jul
Phillipsburg FSU,02950,Jon Young,FSU,NJ,13-Mar
Piedmont Road FSU,00703,Reggie Taylor,FSU,GA,Dec-97
Pike Street FSU,00831,Daniel Perry,FSU,GA,Jun-91
Pine Bluff [AR] FSU,05483,Katie Branch,FSU,AR,23-Nov
Pine Island Road FSU,02489,Billy Cossette,FSU,FL,9-May
Pinecrest FSU no DT,05332,Karyna Kaufmann,FSU,FL,25-Jan
Pines & 160th FSU,04968,Michelle Bieschke,FSU,FL,24-Apr
Pines and Flamingo FSU,02874,Nick Cristantiello,FSU,FL,12-Jun
Pioneer Parkway FSU,03973,Robin Harris,FSU,TX,19-Oct
Pipeline Road at Loop 820 FSU,01741,Rich Eager,FSU,TX,5-Apr
Pittsburg In-Line DT,04580,Mark Brugh,FSU,CA,21-Nov
Plainfield FSU,01405,Chris Spires,FSU,IN,2-Apr
Plainview [TX] FSU,05828,Lee Rutter,FSU,TX,25-Apr
Plano Parkway FSU,04472,Jimmy Jernigan,FSU,TX,20-Sep
Plant City FSU,04827,Dawn Redmon,FSU,FL,21-Dec
Plattsburgh FSU,03898,Michael King,FSU,NY,18-Oct
Plaza Centro FSU,30060,Mike Nieves,FSU,PR,25-Jun
Plaza Del Obispo DTO,04255,Chris Lewis,DTO,CA,21-Jan
Plaza at the Speedway FSU,02501,Travis McGruder,FSU,KS,10-Oct
Plaza del Sol FSU,30016,Xiomara Gonzalez-Lopez,FSU,PR,22-Jun
Pleasant Grove FSU,01731,Ben Lavin,FSU,CA,5-Oct
Pleasant Grove Road FSU,01977,Jim Bryant,FSU,AR,7-Apr
Pleasant Hills FSU,02090,Ray DeVito,FSU,PA,7-Mar
Pleasant Prairie (WI) FSU,04088,Jason Miley,FSU,WI,19-Feb
Pleasant Valley Road FSU,01175,Chuck Guffee,FSU,VA,Sep-00
Plymouth (MN) FSU,04656,Scott Peterson,FSU,MN,22-Nov
Plymouth FSU,03891,Allen Lerner,FSU,MA,19-May
Plymouth Meeting Mall,00243,Scott Pendell,MALL,PA,May-79
Polaris Fashion Place Mall,01401,Michael Shultz,MALL,OH,1-Oct
Polaris Parkway (OH) FSU,05435,Waylon Willoughby,FSU,OH,24-Nov
Pompano Beach FSU,02483,Efraim Silva,FSU,FL,9-Dec
Ponce & Boulevard FSU,04553,Jamerian Myles,FSU,GA,23-Jun
Ponce de Leon FSU no DT,03860,Michael Duncan,FSU,GA,25-Jan
Pooler FSU,01486,Marshall Davis,FSU,GA,3-May
Poplar Avenue FSU,01018,Scott Malone,FSU,TN,Jun-99
Poplar Road FSU,03445,Lauren McGuire,FSU,GA,19-May
Port Charlotte FSU,01986,Edward Leslie,FSU,FL,7-Jul
Port Jefferson FSU,03399,Stan Abrahamsen,FSU,NY,15-Oct
Port Orange Gateway Center FSU,01214,Shan Queen,FSU,FL,3-Jul
Portage Rd FSU,04545,Jeremiah Abbott,FSU,IN,21-Sep
Porters Neck Rd FSU,04082,Billy Lynch,FSU,NC,18-Jul
Portland (TX) FSU,04530,Claudia Baltazar,FSU,TX,21-Sep
Portsmouth Blvd. FSU,00523,Sean Hess,FSU,VA,Mar-97
Post Road FSU,04878,Rich Beattie,FSU,CT,23-Dec
Potranco Road FSU,02688,Greg Patterson,FSU,TX,12-Aug
Poway Road & Community FSU,03812,Jeremy Stump,FSU,CA,19-Aug
Powdersville FSU,03330,Chad Saxon,FSU,SC,15-Jan
Power & McKellips FSU,03848,Robert Ervin,FSU,AZ,20-Feb
Poydras Street In-Line,04757,Anthony Doernte,MALL,LA,22-Dec
Prattville FSU,01053,Daniel Grier,FSU,AL,Dec-99
Prescott Valley Crossroads FSU,03699,Sarah Rodriguez,FSU,AZ,18-Jan
Presidio Towne Crossing FSU,03583,Scott Pleasants,FSU,TX,16-May
Preston & Beltline FSU,00861,Philip Green,FSU,TX,Dec-93
Preston Hwy FSU,05066,Micah Childs,FSU,KY,23-Sep
Preston Road & Hwy 121 FSU,04934,Jay Schumacher,FSU,TX,23-Oct
Preston Road and Gary Burns FSU,03181,Jay Schumacher,FSU,TX,14-Jan
Prestonwood FSU,03586,Curtis Kelly,FSU,TX,16-Jun
Prince Frederick FSU,04016,Todd Smith,FSU,MD,18-Nov
Princeton FSU,03447,Mike Wade,FSU,WV,16-Mar
Princeton Woods FSU,04916,Natalie Yang,FSU,VA,24-Mar
Promenade at Castle Rock FSU,04027,Joe Weber,FSU,CO,19-Mar
Prosperity Church Rd FSU,03998,Rosslyn Singleton,FSU,NC,19-Apr
Providence Delivery,04843,Jonas Williams,SAT,RI,20-Dec
Providence Marketplace FSU,01854,Braden Keyes,FSU,TN,6-Oct
Pueblo FSU,01916,Sydney Miller,FSU,CO,14-Oct
Puente Hills FSU,03272,Bob Sun,FSU,CA,16-Oct
Pullman (IL) FSU,05710,Elise Mills,FSU,IL,25-Apr
Purcellville FSU,03307,Jennifer Hawryschuk,FSU,VA,15-Nov
Purdue University OCV,04670,Rachel DeYoung,SAT,IN,20-Aug
Puyallup FSU,03422,Mike Lehman,FSU,WA,17-Feb
Quail Springs FSU,02644,Rey Ferreyro,FSU,OK,11-May
Quail Springs Mall,01142,Brandon Brusenhan,MALL,OK,Nov-99
Quakertown FSU,02219,Stew Butler,FSU,PA,8-Jul
Quarry Creek FSU,01507,Adam Hoffman,FSU,CA,4-Dec
Quarterfield Crossing FSU,01825,Joe Dinoto,FSU,MD,7-Sep
Quebec Street FSU,03424,Jason Sutton,FSU,CO,16-Feb
Queen City Centre FSU,01457,Matt Nunn,FSU,MD,3-Sep
Queen Creek FSU,02244,Stephen Grothe,FSU,AZ,9-Oct
Queen Street West In-Line,30006,Issac Solomon,MALL,ON,22-Feb
Queens Center Mall,03741,Jed Vaughn,MALL,NY,16-Sep
Quincy Ave. & Picadilly Rd. FSU,05347,Adam Bridge,FSU,CO,25-Sep
RELO - Abilene FSU,05677,Brian LaCroix,FSU,TX,25-Sep
RSA Battlehouse OCV,03453,Daniel Nance,SAT,AL,14-Sep
RSA Regions Tower OCV,02922,Jeremiah Lane,SAT,AL,10-Nov
Racine FSU,03602,Brian Goode,FSU,WI,16-Mar
Raeford Road FSU,03282,Zach Ayers,FSU,NC,14-Jun
Raider Park FSU,03055,Tim Odom,FSU,TX,12-Jun
Rainbow & Lake Mead FSU,04198,Vince Merrell,FSU,NV,18-Nov
Rainier Ave at Renton Center FSU,04249,Erik Lee,FSU,WA,21-Mar
Raintree Drive & 101 FSU,01553,Chris Gammel,FSU,AZ,5-Jun
Raleigh Hills FSU,03984,Dean Hogan,FSU,OR,19-Jun
Ramsey (NJ) FSU,03879,Ray Cowan,FSU,NJ,19-Dec
Ramsey Street FSU,02180,Bob Bangs,FSU,NC,8-May
Rancho Cucamonga FSU,01729,Osaar Rasshan,FSU,CA,4-Dec
Rand Village FSU,04822,Charlie McClure,FSU,NC,22-Mar
Rankin Hwy & Wolcott Ave FSU,04870,Dianne Jones,FSU,TX,22-Nov
Ranson FSU,02131,Justin Lombardozzi,FSU,WV,9-Mar
Raymore (MO) FSU,04604,Brock Byrd,FSU,MO,25-Jan
Rayzor Ranch FSU,02213,Matt Pearson,FSU,TX,10-Nov
Razorback Road FSU,02196,David Salinas,FSU,AR,8-Jan
Red Bank FSU,04532,Josh Wynn,FSU,SC,22-Mar
Red Bank Village (OH) DTO,05840,Roland Rubio,DTO,OH,25-Oct
Red Oak FSU,03964,Jeremy Trojacek,FSU,TX,18-Apr
Red Rock Commons FSU,03006,Deven Macdonald,FSU,UT,13-Mar
RedBird FSU,05078,Consuela Jacobs,FSU,TX,23-Nov
Redding In-Line DT,04242,Ahab Alhindi,FSU,CA,21-Mar
Redondo Beach DTO,04138,Jeremy Simpson,DTO,CA,19-Sep
Redwood City Delivery,04544,Reagan Collier,SAT,CA,19-Oct
Regency Park FSU,01138,Robert Kramer,FSU,FL,Nov-00
Rehoboth Beach FSU,03140,Jacob Digges,FSU,DE,13-May
Reina del Sur FSU,30028,Mingo Burgos,FSU,PR,23-Oct
Reisterstown FSU,03678,Brian Kellner,FSU,MD,17-Nov
Renaissance Village FSU,02138,Nate MacDonald,FSU,NC,8-Jan
Research Triangle FSU,00724,David Hamel,FSU,NC,Aug-98
Reynolds Road FSU,02161,Guy Parker,FSU,AR,7-Jul
Reynoldsburg (OH) FSU,04248,Zach Mallare,FSU,OH,21-Sep
Richardson FSU,01491,Carl Nelson,FSU,TX,3-Feb
Richland Mall,00263,Jake Roye,MALL,TX,Mar-80
Richmond (IN) FSU,05709,Ben Brumfiel,FSU,IN,25-Oct
Richmond Centre FSU,02466,Kyle Wells,FSU,KY,9-Jul
Richmond Rd at New Circle Rd FSU,03825,Roderick Long,FSU,KY,18-Aug
Rideau Centre,30063,Hussein Tohme,MALL,ON,25-Jan
Ridge Road FSU,01242,Tim Moseley,FSU,TX,1-Apr
Ridgeland (MS) FSU,04238,Chris Rosson,FSU,MS,22-Mar
Ridgeside Drive FSU,04454,Jason Bearinger,FSU,MD,21-Dec
Ridley FSU,01684,Calder Prevatt,FSU,PA,7-Sep
Rincon FSU,03308,Jason Counselman,FSU,GA,19-Mar
Rio Bravo & Coors FSU,04910,Andrew Williams,FSU,NM,23-Mar
Rio Grande City [TX] FSU,05156,David Alcocer,FSU,TX,22-Oct
River City Marketplace FSU,01948,Chuck Campbell,FSU,FL,6-Nov
River Landing In-Line,04070,Thomas Overby,MALL,FL,21-May
River Point FSU,02284,John Barker,FSU,CO,9-Apr
River Ridge Mall,00264,Lee Hall,MALL,VA,Sep-80
Riverchase Galleria,00233,J.T. Turner,MALL,AL,Feb-86
Riverdale City FSU,02497,Ryan Dennis,FSU,UT,9-Dec
Riverdale Dwarf House,70021,Chris Smith,DH,GA,Oct-87
Rivergate Cordova FSU,03446,Brad Silverbush,FSU,CA,15-Aug
Rivergate FSU,01333,Todd Hunley,FSU,TN,2-Aug
Rivergate Parkway FSU,01852,Peter Cestrone,FSU,NC,6-Aug
Rivermont Station FSU,00448,Randall Brookshire,FSU,GA,Oct-96
Riverpark Oxnard DTO,04691,Robert Shaffer,DTO,CA,23-Dec
Rivers Avenue FSU,00654,Chad Burn,FSU,SC,Dec-98
Riverside Drive FSU,01631,Colin Brady,FSU,VA,3-Nov
Riverstone Parkway FSU,04379,Kevin Williams,FSU,GA,20-Feb
Riverview (FL) FSU,04321,Gabe Porrata,FSU,FL,20-Oct
Roanoke FSU,02892,Sandy Lamb,FSU,TX,13-Jun
Roanoke Rapids FSU,01757,Amy Galloway,FSU,NC,4-Sep
Roberts Avenue DTO,05185,Mark Morse,DTO,NC,23-Oct
Robinson at North Fayette FSU,03972,Aimee Hernandez,FSU,PA,18-Jul
Rochester-Miracle Mile (MN) FSU,05379,Matt Stockdale,FSU,MN,25-Nov
Rock Row FSU,04488,Brad Terrell,FSU,ME,21-Oct
Rockford FSU,03018,Philip Everett,FSU,IL,14-Jan
Rockingham [NC] FSU,05699,Matt Lohr,FSU,NC,24-Nov
Rocklin Station FSU,03759,Jason Dyer,FSU,CA,20-Apr
Rockmart FSU,04008,Zach Thomas,FSU,GA,17-Sep
Rockville Research Row FSU,03884,Brad Wood,FSU,MD,18-Sep
Rockwell North FSU,04998,James Novak,FSU,OK,23-Feb
Rockwell South FSU,02025,James Novak,FSU,OK,6-Nov
Rocky River FSU,02239,Dominic Harper,FSU,OH,8-Apr
Rocky River Road DTO,04975,Jeremy Stouder,DTO,NC,23-May
Rogers Avenue FSU,01390,Mitchell Kelley,FSU,AR,2-Apr
Rohnert Park FSU,03688,Jas Bains,FSU,CA,17-Mar
Rojas FSU,04194,Marc Zayas,FSU,TX,20-Mar
Rolling Oaks Mall,00359,Ashley Saucedo,MALL,TX,Jul-88
Rome and 5th FSU,05176,Jason Asay,FSU,NV,25-May
Roosevelt Field Mall,04256,James Kim,MALL,NY,18-Dec
Rose & Alta Vista FSU,05687,Chrissy Hartmann,FSU,CA,25-Oct
Rosenberg FSU,02102,Quartus Graves,FSU,TX,7-Aug
Roseville (MI) FSU,04358,Josh Holbrooks,FSU,MI,24-Oct
Roseville (MN) FSU,03541,Alex Wilson,FSU,MN,19-Oct
Ross Clark Circle FSU,01066,Josh Waddy,FSU,AL,Mar-99
Roswell Corners FSU,00701,Victor Zaldivar,FSU,GA,Dec-99
Roswell Road at Cobb Parkway FSU,04563,Mandy Valdes,FSU,GA,22-Jan
Roswell Town Center FSU,00805,Jim Waddle,FSU,GA,Dec-87
Rowlett FSU,01808,Becky Encinia,FSU,TX,6-Nov
Roxboro Road FSU,01072,Tony Fernandez,FSU,NC,Jul-99
Royal Palm Beach FSU,02621,Rob Rabenecker,FSU,FL,12-Sep
Royersford FSU,01459,Jaret Mitchell,FSU,PA,4-Jul
Ruben Torres FSU,03619,Alex Aviles,FSU,TX,16-Aug
Rufe Snow FSU,05230,Danny Beltran,FSU,TX,24-Apr
Russell Cave Rd FSU,04694,David Hall,FSU,KY,21-Dec
Russell Parkway FSU,04944,Pat Braski,FSU,GA,22-Apr
Russellville FSU,02750,Tim Douglass,FSU,AR,11-Oct
Ruston FSU,03742,Jeremy Telford,FSU,LA,17-Aug
Rutherford Crossing FSU,02288,Chuck Guffee,FSU,VA,8-Oct
Rutherford Rd & Hwy 400 FSU,30020,Lincoln Nikkel,FSU,ON,22-Nov
Ryan Park FSU,03837,Brian Summers,FSU,VA,19-Oct
S. Clearview FSU,03626,Hannah Bergeron,FSU,LA,16-Jul
S. Colorado & Yale FSU,03516,Daniel Andrews,FSU,CO,18-Oct
S. Rice and Westpark FSU,03283,Steven Kinney,FSU,TX,17-Jan
SR 16 & Inman Road FSU,04156,Wayne Efford,FSU,FL,21-Mar
Sadsbury FSU,05559,Greg Argyrou,FSU,PA,25-Oct
Saginaw FSU,03925,Amy Capehart,FSU,TX,18-Apr
Sahara at I-15 FSU,03729,Cole Donahoo,FSU,NV,17-Mar
Saint Simons FSU,02202,Mackenzie Potts,FSU,GA,8-Mar
Salem Bridge [GA] FSU,03179,Ben Hardy,FSU,GA,19-Sep
Salem Crossing FSU,00662,Brian Burnette,FSU,VA,Jun-97
Salem FSU,02849,Shaine Miles,FSU,VA,12-Jun
Salina FSU,03731,Shawn Hubbard,FSU,KS,17-Feb
Saluda Pointe FSU,03138,Britt Sims,FSU,SC,14-May
Sam Nunn Blvd FSU,04762,Steven Richardson,FSU,GA,22-Mar
San Benito FSU,05787,Stephanie Champion,FSU,TX,25-Sep
San Marcos FSU,01959,Jordan Ciervo,FSU,CA,6-Dec
San Tan Village Marketplace FSU,01692,Kory Kaye,FSU,AZ,7-Sep
Sanatoga FSU,02923,Jaret Mitchell,FSU,PA,15-Apr
Sand Lake Road FSU,00704,Kayley Jones,FSU,FL,Apr-99
Sand Springs FSU,04349,Matt Danberry,FSU,OK,20-Jun
Sandusky (OH) FSU,04337,Dave Baumgartner,FSU,OH,20-Jan
Sandy Springs FSU,00847,Lawson Bailey,FSU,GA,Apr-93
Sanford (FL) FSU,03800,Steve Carroll,FSU,FL,17-May
Sanford FSU,02782,Joe Adcock,FSU,NC,11-Jun
Sanford Stadium OCV,04555,Shane Todd,SAT,GA,19-Oct
Santa Barbara FSU,03032,Travis Collins,FSU,CA,13-Feb
Santee FSU,02013,Zach Zimmerman,FSU,CA,13-Feb
Saratoga FSU,03991,Yessica Buentello,FSU,TX,18-Jul
Savannah Highway FSU,02531,Trey Campbell,FSU,SC,10-Jan
Savannah Quarters FSU,04402,Erik Amick,FSU,GA,22-Jun
Sawdust Road FSU,02484,Ed Murray,FSU,TX,10-Apr
Sawgrass Square FSU,01870,Alberto Eyzaguirre,FSU,FL,8-Nov
Sawmill Road FSU,02724,Brian Siktberg,FSU,OH,11-May
Sawyer Heights FSU,02956,Drew Ellis,FSU,TX,12-Apr
Saxon Boulevard FSU,01125,Jamey Vance,FSU,FL,1-Nov
Saxony & I-69 FSU,03623,Sam Hartman,FSU,IN,15-Nov
Scarborough Town Centre,30009,Jazmine Funes,MALL,ON,21-Aug
Scarsdale (NY) In-Line,05021,Joshua Riley,MALL,NY,24-Aug
Scenic Highway FSU,01374,Tom Balsamides,FSU,GA,3-Aug
Schaumburg FSU,02730,Daryl Saylor,FSU,IL,11-Sep
Schererville (IN) FSU,04311,Justin Knight,FSU,IN,21-Sep
Schertz FSU,03195,Tyler Haile,FSU,TX,14-Jun
Schillinger Road FSU,00762,Glenn Rosson,FSU,AL,Aug-98
Scottsboro [AL] FSU,05341,Beth Monroe,FSU,AL,23-Sep
Scottsdale 101 FSU,01584,Daniel Trotter,FSU,AZ,5-Sep
Scottsville Rd FSU,04343,Andy Robinson,FSU,KY,19-Sep
Seaboard Commons FSU,01131,Wendy Grant,FSU,SC,Feb-00
Seaford FSU,04135,Mike Lipsner,FSU,DE,19-Aug
Seagoville FSU,05670,Sean O'Neal,FSU,TX,24-Oct
Searcy FSU,02815,Matthew Harbin,FSU,AR,11-Jan
Sebring FSU,04988,Jared Hewitt,FSU,FL,24-Jul
Secor Road FSU,03911,Jonathan Winn,FSU,OH,18-Feb
Security Square FSU,02553,William Barge,FSU,MD,22-Dec
Seekonk FSU,03372,Jonas Williams,FSU,MA,17-Feb
Seguin FSU,05857,Weillen Garduno-Hernandez,FSU,TX,25-Oct
Selden (NY) FSU,05426,Stan Abrahamsen,FSU,NY,25-Apr
Seminole Plaza FSU,01273,Bryan White,FSU,FL,3-Nov
Seneca FSU,01479,Herb Tyler,FSU,SC,2-Dec
Senoia FSU,04876,Doug Barnett,FSU,GA,22-Oct
Sergeant Road FSU,03022,Chad Eisenga,FSU,IA,12-Nov
Serramonte Center FSU,04448,Susanna Choe,FSU,CA,21-Nov
Seven Corners In-Line,02931,A.J. Clemans,MALL,VA,12-Jun
Severna Park FSU,03141,Chris Schenck,FSU,MD,13-Oct
Sevierville FSU,00764,Mandy Cooper,FSU,TN,Oct-98
Shadow Creek Ranch FSU,04000,Bryan Bullington,FSU,TX,17-Nov
Shallotte [NC] FSU,04769,Chris Guthrie,FSU,NC,21-Oct
Sharpsburg Pike FSU,05187,Randy Scott,FSU,MD,23-Oct
Sharyland Towne Crossing FSU,01837,Ted Venecia,FSU,TX,7-Jun
Shawnee FSU,02973,Jeff Madison,FSU,OK,15-Feb
Shawnee Mission DTO,05583,Drew Severns,DTO,KS,24-Oct
Shelby FSU,01061,Chris Beckler,FSU,NC,Jan-00
Shelby Township (MI) FSU,04355,Dennis Sampier,FSU,MI,21-Jan
Shelbyville [TN] FSU,05526,Katelyn Womack,FSU,TN,23-Dec
Shelton FSU,04250,Peter Smith,FSU,CT,23-Oct
Shepherdstown Crossing FSU,05272,Bill Lindoerfer,FSU,PA,24-Jan
Sherman FSU (TX),01092,Rob Medders,FSU,TX,4-Sep
Sherrills Ford FSU,05920,Wilson Yang,FSU,NC,25-Sep
Sherwood Plaza DTO,05592,Jeff Weston,DTO,OR,25-Oct
Sherwood Way FSU,03366,Rob Watkins,FSU,TX,14-Dec
Shops at Don Mills In-Line,30033,Austin Harrison,MALL,ON,23-Jul
Shops at Rossmoor FSU,03088,Scott Carr,FSU,CA,13-Nov
Short Pump Crossing FSU,01649,Rob Preservati,FSU,VA,4-Nov
Short Pump Town Center,01635,John Riad,MALL,VA,3-Sep
Shrewsbury FSU,01750,Jeff Marble,FSU,PA,4-Oct
Siegen Lane FSU,01419,Greg Salomone,FSU,LA,2-Aug
Sienna Crossing FSU,03990,Tony Levine,FSU,TX,18-May
Signal Hill FSU,01689,NIMA DOUSTANI,FSU,VA,4-Aug
Silver Creek Valley & 101 DTO,04612,Zach Jones,DTO,CA,22-Sep
Silver Spring In-Line,01683,T.J. Parker,MALL,MD,4-Aug
Simpsonville FSU,05549,Matt Webber,FSU,SC,25-Feb
Singing Hills FSU,05721,Jordan Snook,FSU,TX,25-Apr
Six Forks and Strickland Road FSU,01963,Chris Latta,FSU,NC,6-Dec
Skibo Square FSU,00875,Cody Hopper,FSU,NC,Jun-94
Sloan's Lake FSU,03240,Dan Courtois,FSU,CO,14-Nov
Smallwood Drive FSU,03957,Ken Weikel,FSU,MD,21-Oct
Smith & Livingston In-Line,05579,Rafael Camargo,MALL,NY,25-Jul
Smith Crossroads FSU,03615,Mike Sheley,FSU,NC,17-Feb
Smithfield FSU,01022,Karla Reinertsen,FSU,NC,Dec-98
Smithtown FSU,03727,Bryan Beasley,FSU,NY,21-Mar
Smyrna (GA) FSU,02191,Daniel Lomax,FSU,GA,7-Jun
Smyrna (TN) FSU,01991,Robert Weinmann,FSU,TN,7-May
Snellville at Hwy 78 FSU,04647,John Starr,FSU,GA,21-Jul
Solon (OH) FSU,04244,Chris Aey,FSU,OH,19-Sep
Somerset Collection North,03875,Kacey Engstrom,MALL,MI,16-Oct
Somerset Plaza FSU,03414,Anthony Piccola,FSU,NH,14-Oct
Somerset [KY] FSU,04473,Christen Bohanon,FSU,KY,20-Jan
Somerton (PA) FSU,04469,Bob Fanelli,FSU,PA,22-May
Sooner Mall,00268,Brice Maloney,MALL,OK,Aug-76
Soper Hill FSU,05328,Chandler Reeves,FSU,WA,25-Oct
Sorrento Valley FSU,03502,Tyler Lunn,FSU,CA,17-Sep
South 31st Street FSU,04354,Steve Joy,FSU,TX,19-Aug
South Asheville FSU,01443,Larry Meadows,FSU,NC,3-Jan
South Bay FSU,02806,Jeremy Simpson,FSU,CA,12-Jan
South Bend FSU,01983,Edward Endres,FSU,IN,7-Aug
South Burleson FSU,02786,Greg Ryan,FSU,TX,11-Aug
South Cobb Drive FSU,00810,John Berry Bowling,FSU,GA,Dec-88
South College Station FSU,02822,Jerald Huggins,FSU,TX,12-Mar
South Cooper Street FSU,00851,Wayne Hassler,FSU,TX,Jun-93
South Coulter Street FSU,01014,Allie Brinza,FSU,TX,Nov-98
South County FSU,03499,Chris Torres,FSU,MO,16-Mar
South Dale Mabry FSU,01399,Art Grossman,FSU,FL,2-May
South Dublin FSU,05342,David Roberts,FSU,GA,24-Apr
South Edmonton Common FSU,30041,Thomas Messick,FSU,AB,24-Nov
South End FSU,02044,John Tsumas,FSU,NC,7-May
South Florida Avenue FSU,00695,Scott Brickhouse,FSU,FL,1-Jul
South Franklin FSU,02179,Jeanne Hammontree,FSU,TN,10-Jan
South Fulton Parkway at 92 FSU,05414,Brooke Smith,FSU,GA,24-Sep
South Hickory FSU,01247,James Goewey,FSU,NC,Nov-00
South Hills FSU,01765,Mark Thornsberry,FSU,PA,5-Oct
South Jordan FSU,01993,Nick Reynolds,FSU,UT,8-May
South Loop (IL) FSU,04313,Kareem Edwards,FSU,IL,21-Jan
South Loop Crossing FSU,01109,Julie Walker,FSU,TX,Jul-99
South Magnolia Drive FSU,04442,Terrial Lamm,FSU,FL,21-Jul
South Mandarin FSU,05116,Eric Gillis,FSU,FL,24-Aug
